"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
2885, 5.909299850463870e-02, 3.037821687757970e-02, 2.452737930558657e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.479401258767386e+04, 1.000000000000000e-10, 5.116141576610998e+08, 2.191760503506953e+04, 3.112951070517589e+02, 0.000000000000000e+00, -1.142667831433764e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.898879225362769e-05, 5.353043520592955e-03, 1.303893639049536e-03, -1.119410108970433e+03, 2.562841188156087e+00, 4.794116411900840e-20
2911, 6.365954875946039e-02, 3.147093951702120e-02, 2.468529749388237e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.516394822056490e+04, 1.000000000000000e-10, 5.071831981060581e+08, 2.206557928822594e+04, 3.113919013649203e+02, 0.000000000000000e+00, -1.132480369641499e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.899328987558809e-05, 5.270087322155951e-03, 1.242366116026696e-03, -1.077673450595545e+03, 2.551578236365500e+00, 4.867136114144621e-20
2937, 6.838649511337280e-02, 3.256905823946000e-02, 2.478878381678424e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.540430848417380e+04, 1.000000000000000e-10, 5.038513368539126e+08, 2.216172339366951e+04, 3.114430582453698e+02, 0.000000000000000e+00, -1.125861215431459e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.899566664146391e-05, 5.224440219656411e-03, 1.186614768235723e-03, -1.049453467967315e+03, 2.546414376065955e+00, 4.919860523276764e-20
2963, 7.332068681716920e-02, 3.366525098681450e-02, 2.487305209748877e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.560130021264670e+04, 1.000000000000000e-10, 5.013428590440078e+08, 2.224052008505867e+04, 3.114915032360021e+02, 0.000000000000000e+00, -1.120436364379598e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.899791723497536e-05, 5.182222590944227e-03, 1.132683785967399e-03, -1.025100830561267e+03, 2.540066480109108e+00, 4.961285662112002e-20
2989, 7.843562960624691e-02, 3.476550802588460e-02, 2.496348069239117e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.581443988918279e+04, 1.000000000000000e-10, 4.984032366192874e+08, 2.232577595567310e+04, 3.115528783805386e+02, 0.000000000000000e+00, -1.114566823524185e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900076827326457e-05, 5.126923379113304e-03, 1.081419442139040e-03, -1.001646070536743e+03, 2.531833345110827e+00, 5.008691401769356e-20
3015, 8.375442028045650e-02, 3.586603328585620e-02, 2.501695965956071e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.594139118113744e+04, 1.000000000000000e-10, 4.965938502987700e+08, 2.237655647245496e+04, 3.115939888405742e+02, 0.000000000000000e+00, -1.111070779020011e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900267780866431e-05, 5.090912814880971e-03, 1.033683771204103e-03, -9.841157175657409e+02, 2.525477038930608e+00, 5.037710212662083e-20
3041, 8.928063511848450e-02, 3.696753084659580e-02, 2.504812179948008e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.601779103924319e+04, 1.000000000000000e-10, 4.953660354748601e+08, 2.240711641569727e+04, 3.116313559908122e+02, 0.000000000000000e+00, -1.108966843723743e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900441336392580e-05, 5.060216398532868e-03, 9.901589919757579e-04, -9.736073053785441e+02, 2.519121758525992e+00, 5.056487439962385e-20
3067, 9.501701593399051e-02, 3.806984424591060e-02, 2.502722186360441e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.597081705603527e+04, 1.000000000000000e-10, 4.949851425420423e+08, 2.238832682241410e+04, 3.116300574664065e+02, 0.000000000000000e+00, -1.110260435410009e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900435305435772e-05, 5.045594283150111e-03, 9.449288030829989e-04, -9.610887899641771e+02, 2.514533324093428e+00, 5.056156121168893e-20
3093, 1.010102331638340e-01, 3.916422650218010e-02, 2.503520350104751e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.598943404039984e+04, 1.000000000000000e-10, 4.944080865357965e+08, 2.239577361615992e+04, 3.116343258263453e+02, 0.000000000000000e+00, -1.109747752121245e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900455129656223e-05, 5.013773576290000e-03, 9.020166671533346e-04, -9.414850509360126e+02, 2.506464674091844e+00, 5.063671913566938e-20
3119, 1.072062253952030e-01, 4.026277735829350e-02, 2.505282545354874e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.603254728463417e+04, 1.000000000000000e-10, 4.932868819311622e+08, 2.241301891385366e+04, 3.116549221124365e+02, 0.000000000000000e+00, -1.108560479284224e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900550786373843e-05, 4.972142325230539e-03, 8.600774394968573e-04, -9.235107200791585e+02, 2.497392171456235e+00, 5.078753669402912e-20
3145, 1.136637628078460e-01, 4.135302454233170e-02, 2.506534085358467e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.606875675247806e+04, 1.000000000000000e-10, 4.925867263424133e+08, 2.242750270099121e+04, 3.117006071100258e+02, 0.000000000000000e+00, -1.107563325894876e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900762953181472e-05, 4.916881980048166e-03, 8.146785931395389e-04, -9.018229888774335e+02, 2.483694992614239e+00, 5.088513350493099e-20
3171, 1.203565001487730e-01, 4.244164749979970e-02, 2.512741578902080e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.621701945819305e+04, 1.000000000000000e-10, 4.913239119972634e+08, 2.248680778327721e+04, 3.117527740965702e+02, 0.000000000000000e+00, -1.103480397635478e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.901005204440131e-05, 4.864912110670141e-03, 7.790395863297799e-04, -8.819000417346300e+02, 2.472538230837162e+00, 5.114226283105062e-20
3197, 1.272729039192200e-01, 4.353231564164160e-02, 2.514118578716231e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.625319368607760e+04, 1.000000000000000e-10, 4.906088200216369e+08, 2.250127747443103e+04, 3.117825201254990e+02, 0.000000000000000e+00, -1.102484214700737e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.901143329096635e-05, 4.837909034695673e-03, 7.469904196452055e-04, -8.758174517896548e+02, 2.466322497387859e+00, 5.124487387006370e-20
3223, 1.344466507434840e-01, 4.461721703410150e-02, 2.507059784405085e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.608713603568076e+04, 1.000000000000000e-10, 4.915981752540440e+08, 2.243485441427229e+04, 3.117374011223800e+02, 0.000000000000000e+00, -1.107057188532726e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900933818024242e-05, 4.849081627521438e-03, 7.145042584099870e-04, -8.734861147031462e+02, 2.465528599715495e+00, 5.099815458645091e-20
3249, 1.419069468975070e-01, 4.568861797451970e-02, 2.497462657277692e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.586386033143386e+04, 1.000000000000000e-10, 4.930502760114924e+08, 2.234554413257353e+04, 3.116895748671843e+02, 0.000000000000000e+00, -1.113205860095885e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900711719475818e-05, 4.850784614527498e-03, 6.791795760448446e-04, -8.688216412115012e+02, 2.461207394433868e+00, 5.065331142314991e-20
3275, 1.496536135673520e-01, 4.674641042947770e-02, 2.489383745932228e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.567839452291646e+04, 1.000000000000000e-10, 4.941994790538905e+08, 2.227135780916657e+04, 3.116629600077836e+02, 0.000000000000000e+00, -1.118313304932374e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900588116468320e-05, 4.833400766378395e-03, 6.444031357235393e-04, -8.609836895969052e+02, 2.452939076559371e+00, 5.037205008459328e-20
3301, 1.576814949512480e-01, 4.779172688722610e-02, 2.481148037556305e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.549535955008465e+04, 1.000000000000000e-10, 4.957255081284798e+08, 2.219814382003385e+04, 3.116695177006811e+02, 0.000000000000000e+00, -1.123353808270211e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900618571763437e-05, 4.793375620959133e-03, 6.052931754945817e-04, -8.466740172731178e+02, 2.437941382162014e+00, 5.005085354440307e-20
3327, 1.660248339176180e-01, 4.881371930241580e-02, 2.478833615996455e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.544503291943754e+04, 1.000000000000000e-10, 4.958818687544149e+08, 2.217801316777500e+04, 3.116776101830484e+02, 0.000000000000000e+00, -1.124739726741606e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900656154506699e-05, 4.748226181115397e-03, 5.714706921985746e-04, -8.236785909384213e+02, 2.425231222211350e+00, 4.998840102887377e-20
3353, 1.746245622634890e-01, 4.983090236783030e-02, 2.481822771801711e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.551260259830769e+04, 1.000000000000000e-10, 4.952727873186701e+08, 2.220504103932306e+04, 3.116815969580082e+02, 0.000000000000000e+00, -1.122878961082387e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900674669531421e-05, 4.709141810267488e-03, 5.451407923801275e-04, -8.007576644676282e+02, 2.416129470937475e+00, 5.011023261256174e-20
3379, 1.835020482540130e-01, 5.083692073822020e-02, 2.483791040925088e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.555941600729276e+04, 1.000000000000000e-10, 4.947056213403205e+08, 2.222376640291709e+04, 3.116972370022818e+02, 0.000000000000000e+00, -1.121589791364741e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900747302504960e-05, 4.671475582777557e-03, 5.183548391706781e-04, -7.826461565221771e+02, 2.407195335393448e+00, 5.020747228042992e-20
3405, 1.926559209823610e-01, 5.183169245719910e-02, 2.487201360884259e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.563984993556084e+04, 1.000000000000000e-10, 4.941740603582460e+08, 2.225593997422432e+04, 3.117204826258827e+02, 0.000000000000000e+00, -1.119374763943271e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900855252771101e-05, 4.632495931532322e-03, 4.954977726189133e-04, -7.669278592021764e+02, 2.397894274906458e+00, 5.033049224596346e-20
3431, 2.020680904388430e-01, 5.282276868820190e-02, 2.488663060953135e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.567526046375078e+04, 1.000000000000000e-10, 4.936670817181134e+08, 2.227010418550030e+04, 3.117356654596089e+02, 0.000000000000000e+00, -1.118399612130617e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900925758138370e-05, 4.602655023478419e-03, 4.726846493937908e-04, -7.554330248996230e+02, 2.390851609645042e+00, 5.041179297727371e-20
3457, 2.117756903171540e-01, 5.379525944590570e-02, 2.489592152789334e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.570036412667047e+04, 1.000000000000000e-10, 4.935906571942075e+08, 2.228014565066817e+04, 3.117598361177180e+02, 0.000000000000000e+00, -1.117708295630929e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.901037997278140e-05, 4.569427944023546e-03, 4.503441557604093e-04, -7.454847156798514e+02, 2.381868734960533e+00, 5.043842608624465e-20
3483, 2.217475175857540e-01, 5.476229265332220e-02, 2.488433928870368e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.567909127993642e+04, 1.000000000000000e-10, 4.935788211233366e+08, 2.227163651197455e+04, 3.117858211095257e+02, 0.000000000000000e+00, -1.118294117309209e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.901158656702033e-05, 4.540402089636523e-03, 4.280923432887096e-04, -7.410265675253826e+02, 2.373786075711626e+00, 5.041617461668241e-20
3509, 2.320270836353300e-01, 5.570466443896290e-02, 2.482115215546285e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.553652644200360e+04, 1.000000000000000e-10, 4.949749869341233e+08, 2.221461057680142e+04, 3.117791817343467e+02, 0.000000000000000e+00, -1.122220135000478e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.901127827715851e-05, 4.532423120187857e-03, 4.045596871211453e-04, -7.416383876420686e+02, 2.367832871584840e+00, 5.014631460437618e-20
3535, 2.426079511642460e-01, 5.662427470088010e-02, 2.469834459329137e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.525281229361115e+04, 1.000000000000000e-10, 4.971543010790943e+08, 2.210112491744445e+04, 3.117287649593087e+02, 0.000000000000000e+00, -1.130033188920386e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900893714111784e-05, 4.541728821743820e-03, 3.791640423196140e-04, -7.461993438818257e+02, 2.364605710550339e+00, 4.967947865869200e-20
3561, 2.535301446914670e-01, 5.749983713030820e-02, 2.451598495877130e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.482852597161400e+04, 1.000000000000000e-10, 5.005837826323469e+08, 2.193141038864559e+04, 3.116359565117006e+02, 0.000000000000000e+00, -1.141717385602244e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900462703271355e-05, 4.564370098016419e-03, 3.501777462634151e-04, -7.510812207867979e+02, 2.361961503626968e+00, 4.897483798779621e-20
3587, 2.647941112518310e-01, 5.832639336586000e-02, 2.432236196937762e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.438455765286423e+04, 1.000000000000000e-10, 5.047314619155203e+08, 2.175382306114568e+04, 3.115732681166099e+02, 0.000000000000000e+00, -1.153943594385899e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.900171536944813e-05, 4.562286465018522e-03, 3.182016910800659e-04, -7.510653174861006e+02, 2.351284173202181e+00, 4.818877241064257e-20
3613, 2.764054536819460e-01, 5.909530073404310e-02, 2.417273970492790e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.404248292709196e+04, 1.000000000000000e-10, 5.074892201394020e+08, 2.161699317083677e+04, 3.115299139434686e+02, 0.000000000000000e+00, -1.163363809388358e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.899970154659473e-05, 4.537510839423962e-03, 2.882851736550265e-04, -7.401386295342292e+02, 2.338190670806235e+00, 4.763208645901429e-20
3639, 2.883291840553280e-01, 5.982166528701780e-02, 2.408815531159523e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.384521024666230e+04, 1.000000000000000e-10, 5.092130731903629e+08, 2.153808409866491e+04, 3.114826572649719e+02, 0.000000000000000e+00, -1.168796397427605e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.899750629336628e-05, 4.516221334294097e-03, 2.645432652309108e-04, -7.243998264931402e+02, 2.328574830079896e+00, 4.730473513197843e-20
3665, 3.005529642105100e-01, 6.050977110862730e-02, 2.403059848530109e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.371074257065548e+04, 1.000000000000000e-10, 5.105623725300425e+08, 2.148429702826218e+04, 3.114489752210950e+02, 0.000000000000000e+00, -1.172499431657934e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.899594153375463e-05, 4.489242297717793e-03, 2.424821251171504e-04, -7.086195744019153e+02, 2.318386532323765e+00, 4.706699485884212e-20
3691, 3.130726814270020e-01, 6.115816161036490e-02, 2.397839359743566e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.359092994319207e+04, 1.000000000000000e-10, 5.116069503385140e+08, 2.143637197727681e+04, 3.114307883790640e+02, 0.000000000000000e+00, -1.175798888255223e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.899509659685652e-05, 4.459181184717742e-03, 2.211672557700923e-04, -6.965335858945830e+02, 2.308081555611717e+00, 4.686886224054585e-20
3717, 3.258830904960630e-01, 6.176609918475150e-02, 2.390987881610861e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.343404320061240e+04, 1.000000000000000e-10, 5.129642778628814e+08, 2.137361728024495e+04, 3.114088845557408e+02, 0.000000000000000e+00, -1.180119309305914e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.899407894164514e-05, 4.437717157900253e-03, 1.990682809360279e-04, -6.889388973079258e+02, 2.299302348075783e+00, 4.661128670397691e-20
3743, 3.389919400215150e-01, 6.232085451483730e-02, 2.382609551116501e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.324258692530086e+04, 1.000000000000000e-10, 5.145153897917681e+08, 2.129703477012033e+04, 3.113842248525041e+02, 0.000000000000000e+00, -1.185391722440012e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.899293320566457e-05, 4.419311028986087e-03, 1.762153603032074e-04, -6.834824451203390e+02, 2.290913805485390e+00, 4.630793631909360e-20
3769, 3.523894548416140e-01, 6.282301247119899e-02, 2.372775367444522e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.301865535458268e+04, 1.000000000000000e-10, 5.164842162730657e+08, 2.120746214183306e+04, 3.113597146331447e+02, 0.000000000000000e+00, -1.191558455563137e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.899179437075378e-05, 4.403725387862708e-03, 1.538491439095720e-04, -6.814819153508778e+02, 2.282377594738011e+00, 4.594101326728879e-20
3795, 3.660713136196140e-01, 6.326690316200261e-02, 2.359156456652950e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.270470108897548e+04, 1.000000000000000e-10, 5.195715115824881e+08, 2.108188043559018e+04, 3.113027430295452e+02, 0.000000000000000e+00, -1.200204276081686e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.898914709018090e-05, 4.404358537666213e-03, 1.295026069602320e-04, -6.814484632846195e+02, 2.275704485018456e+00, 4.540592172328632e-20
3821, 3.800389170646670e-01, 6.363599747419360e-02, 2.343129604999711e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.233512432782304e+04, 1.000000000000000e-10, 5.232519602909552e+08, 2.093404973112920e+04, 3.112341800245499e+02, 0.000000000000000e+00, -1.210381855094894e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.898596087981758e-05, 4.405550290777492e-03, 1.026216989157300e-04, -6.798687722419870e+02, 2.268002031855115e+00, 4.478026079503241e-20
3847, 3.942807912826540e-01, 6.392400711774830e-02, 2.329239800706090e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.201442435818034e+04, 1.000000000000000e-10, 5.264057564080107e+08, 2.080576974327213e+04, 3.111715840483865e+02, 0.000000000000000e+00, -1.219213441990114e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.898305166340913e-05, 4.394203999941925e-03, 7.768762481217707e-05, -6.736231701960960e+02, 2.258345125650014e+00, 4.424812121427157e-20
3873, 4.087766110897060e-01, 6.414406746625900e-02, 2.316540489971060e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.172223748186175e+04, 1.000000000000000e-10, 5.286019952715256e+08, 2.068889499274469e+04, 3.111198674837462e+02, 0.000000000000000e+00, -1.227259821884461e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.898064786239315e-05, 4.373678069917441e-03, 5.409817170299636e-05, -6.667916671966605e+02, 2.248453321829951e+00, 4.382404419888865e-20
3899, 4.235162138938900e-01, 6.428562104702000e-02, 2.302824253227600e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.140859215537605e+04, 1.000000000000000e-10, 5.317253847791365e+08, 2.056343686215041e+04, 3.110751022593648e+02, 0.000000000000000e+00, -1.235897134691894e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.897856700302520e-05, 4.357651180276864e-03, 3.031025022871357e-05, -6.636390516890532e+02, 2.237806332599948e+00, 4.330867007846739e-20
3925, 4.384851455688480e-01, 6.435070931911470e-02, 2.286855321523590e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.104273327607869e+04, 1.000000000000000e-10, 5.353992220584711e+08, 2.041709331043146e+04, 3.110180321310092e+02, 0.000000000000000e+00, -1.245972328922509e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.897591395095437e-05, 4.350182747991056e-03, 5.844552040358166e-06, -6.643895032824037e+02, 2.228335586814159e+00, 4.271323791925622e-20
3951, 4.536674916744230e-01, 6.432612985372541e-02, 2.266821390254923e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.057937353406576e+04, 1.000000000000000e-10, 5.399784005060844e+08, 2.023174941362629e+04, 3.109184403466804e+02, 0.000000000000000e+00, -1.258732547858274e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.897128359659313e-05, 4.357827891925920e-03, -2.310329545234235e-05, -6.651565784952653e+02, 2.221090552287260e+00, 4.198001138027352e-20
3977, 4.690417945384980e-01, 6.418871134519580e-02, 2.246350551798436e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.010819334440823e+04, 1.000000000000000e-10, 5.447317211040606e+08, 2.004327733776328e+04, 3.108290138483038e+02, 0.000000000000000e+00, -1.271708129966694e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.896712523880487e-05, 4.354270967881012e-03, -5.228731009184232e-05, -6.654870404362889e+02, 2.210780261601168e+00, 4.123790596678231e-20
4003, 4.845884144306180e-01, 6.395482271909710e-02, 2.225270517429478e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.962585932735237e+04, 1.000000000000000e-10, 5.496558575817504e+08, 1.985034373094094e+04, 3.107531665460170e+02, 0.000000000000000e+00, -1.284990871430298e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.896359785646417e-05, 4.344035369075741e-03, -8.117920059484923e-05, -6.698030157860188e+02, 2.198576715702236e+00, 4.048496610707509e-20
4029, 5.002762079238890e-01, 6.360501796007161e-02, 2.200721098055703e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.906323217608769e+04, 1.000000000000000e-10, 5.554344460585396e+08, 1.962529287043507e+04, 3.106572437966609e+02, 0.000000000000000e+00, -1.300484763062218e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.895913623183064e-05, 4.342078887537593e-03, -1.132637876760089e-04, -6.817474299483351e+02, 2.187018622949151e+00, 3.962179350160113e-20
4055, 5.160748958587650e-01, 6.313349306583400e-02, 2.174088818818626e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.846462166856829e+04, 1.000000000000000e-10, 5.619741702318869e+08, 1.938584866742730e+04, 3.106260549037105e+02, 0.000000000000000e+00, -1.316969581315989e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.895768540677275e-05, 4.324384233343423e-03, -1.447118920039265e-04, -7.137252614780223e+02, 2.170057914426978e+00, 3.868680809525389e-20
4081, 5.319590568542480e-01, 6.254477798938750e-02, 2.145606098404822e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.787064123339722e+04, 1.000000000000000e-10, 5.700629544042673e+08, 1.914825649335887e+04, 3.108920285952041e+02, 0.000000000000000e+00, -1.333326894455490e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.897005550378778e-05, 4.208957062882141e-03, -1.723592379908457e-04, -7.658699350460644e+02, 2.125170474879632e+00, 3.763823050984006e-20
4107, 5.478921532630920e-01, 6.183055788278580e-02, 2.125138010663901e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.755409023766925e+04, 1.000000000000000e-10, 5.767152421393596e+08, 1.902163609506769e+04, 3.118107435949708e+02, 0.000000000000000e+00, -1.342044224951825e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.901274377805575e-05, 3.744559012321594e-03, -1.836064445515993e-04, -7.445392900447314e+02, 1.991287449324898e+00, 3.684916042682045e-20
4133, 5.638301968574519e-01, 6.098204478621480e-02, 2.202059608849869e-01, 0.000000000000000e+00, 0.000000000000000e+00, 4.947931698016846e+04, 1.000000000000000e-10, 5.584340161967131e+08, 1.979172679206737e+04, 3.131013654477374e+02, 0.000000000000000e+00, -1.289026423645741e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.907260835135593e-05, 2.914706454046497e-03, -1.676960974691370e-04, -5.383518510810150e+02, 1.783564106807447e+00, 3.943299103378163e-20
4159, 5.797371864318850e-01, 5.999837070703510e-02, 2.475715700248179e-01, 0.000000000000000e+00, 0.000000000000000e+00, 5.584517005544293e+04, 1.000000000000000e-10, 4.986672542923617e+08, 2.233806802217716e+04, 3.143222926592009e+02, 0.000000000000000e+00, -1.113720561723994e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.912912838665595e-05, 1.608154780552217e-03, -1.051508231851002e-04, -1.325838035805911e+02, 1.400904440444899e+00, 4.964704397389881e-20
4185, 5.956164002418520e-01, 5.890367180109020e-02, 2.942468404233559e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.656645253952756e+04, 1.000000000000000e-10, 4.206432827614477e+08, 2.662658101581101e+04, 3.152346451684002e+02, 0.000000000000000e+00, -8.184728322281403e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.917129301287366e-05, 3.378080690077196e-04, -2.446624337311674e-05, 4.174799900450216e+01, 6.986253928979778e-01, 6.995224466789357e-20
4211, 6.114472150802610e-01, 5.770172551274300e-02, 3.307193429161933e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.495034569198622e+04, 1.000000000000000e-10, 3.743995173484604e+08, 2.998013827679447e+04, 3.157943680951772e+02, 0.000000000000000e+00, -5.875932316510832e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.919713095983595e-05, 3.952688566595722e-05, -3.151076782114374e-06, 3.205507561564800e+01, 2.532024928934611e-01, 8.833394472270864e-20
4237, 6.271871328353880e-01, 5.638685822486880e-02, 3.446043767975920e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.811952548857323e+04, 1.000000000000000e-10, 3.593228243913620e+08, 3.124781019542927e+04, 3.158851022210269e+02, 0.000000000000000e+00, -5.003188649234600e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.920131730079357e-05, 3.802983592488635e-04, -3.315476451621364e-05, 4.105056992283006e+01, 8.018665463495416e-01, 9.590452209695402e-20
4263, 6.428214907646180e-01, 5.496648699045180e-02, 3.522281212016431e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.984375184199377e+04, 1.000000000000000e-10, 3.514241211057286e+08, 3.193750073679749e+04, 3.158691753406419e+02, 0.000000000000000e+00, -4.528363070540974e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.920058250060994e-05, 7.788410534941126e-04, -7.250682477442291e-05, 3.061104138891099e+01, 1.160667600865972e+00, 1.002294817236053e-19
4289, 6.584149599075320e-01, 5.347967892885210e-02, 3.586124036676159e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.128458895221684e+04, 1.000000000000000e-10, 3.452432904419778e+08, 3.251383558088672e+04, 3.158444454774701e+02, 0.000000000000000e+00, -4.131578557122708e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.919944153105851e-05, 1.059860822889938e-03, -1.065465790312748e-04, 1.391248245440145e+01, 1.366524816420294e+00, 1.038731105873751e-19
4315, 6.737585067749020e-01, 5.185642465949060e-02, 3.643037301090583e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.257174013243880e+04, 1.000000000000000e-10, 3.395421785226801e+08, 3.302869605297550e+04, 3.158334728154047e+02, 0.000000000000000e+00, -3.777116799359511e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.919893526773331e-05, 1.225024278456623e-03, -1.347392453588315e-04, 4.373965427269283e+00, 1.482154158157602e+00, 1.072934133432312e-19
